Customer_Birthyear,Customer_Gender,Customer_credit_rating,Customer_flag_change_of_authentication_1,Customer_flag_change_of_authentication_2,Customer_flag_change_of_authentication_3,Customer_flag_change_of_authentication_4,Customer_rooting_jailbreak_indicator,Customer_mobile_roaming_indicator,Customer_VPN_Indicator,Customer_loan_type,Customer_flag_terminal_malicious_behavior_1,Customer_flag_terminal_malicious_behavior_2,Customer_flag_terminal_malicious_behavior_3,Customer_flag_terminal_malicious_behavior_4,Customer_flag_terminal_malicious_behavior_5,Customer_flag_terminal_malicious_behavior_6,Customer_inquery_atm_limit,Customer_increase_atm_limit,Account_account_type,Account_initial_balance,Account_balance,Account_indicator_release_limit_excess,Account_amount_daily_limit,Account_indicator_Openbanking,Account_remaining_amount_daily_limit_exceeded,Account_release_suspention,Account_one_month_max_amount,Account_one_month_std_dev,Account_dawn_one_month_max_amount,Account_dawn_one_month_std_dev,Transaction_Amount,Channel,Operating_System,Error_Code,Transaction_Failure_Status,Type_General_Automatic,Access_Medium,Transaction_num_connection_failure,Another_Person_Account,Distance,Time_difference,Unused_terminal_status,Flag_deposit_more_than_tenMillion,Unused_account_status,Recipient_account_suspend_status,Number_of_transaction_with_the_account,Transaction_history_with_the_account,First_time_iOS_by_vulnerable_user,Fraud_Type
1981.0,female,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,b,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,c,4775564.0,9252368.0,0.0,2025764.0,1.0,49890312.0,0.0,89449031.0,31209409.0,482386.0,812348.0,2590453.0,mobile,iOS,a,0.0,general,a,0.0,1.0,381.0817551752235,0 days 01:59:15,1.0,0.0,1.0,1.0,0.0,0.0,0.0,a
1996.0,male,B,1.0,1.0,0.0,1.0,0.0,0.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,a,1594864.0,12619461.0,0.0,2018692.0,1.0,49995791.0,0.0,22450727.0,7164920.0,4367268.0,1481108.0,8648822.0,mobile,Others,a,0.0,general,b,0.0,1.0,322.7514338220162,0 days 01:59:15,1.0,0.0,1.0,1.0,0.0,0.0,0.0,a
1973.0,male,A,1.0,1.0,1.0,1.0,0.0,0.0,1.0,a,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,a,2119182.0,5676982.0,1.0,49986946.0,1.0,51120121.0,0.0,2469512.0,102067.0,0.0,0.0,-83283348.0,Others,Others,c,1.0,general,b,1.0,1.0,361.5979784072835,0 days 01:59:15,1.0,1.0,1.0,0.0,0.0,0.0,0.0,a
1973.0,male,B,1.0,1.0,1.0,1.0,0.0,0.0,0.0,a,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,b,4960293.0,6942393.0,0.0,1999205.0,1.0,2059530.0,0.0,14638064.0,3180222.0,8011196.0,4620721.0,-266132.0,Others,Linux,a,0.0,general,a,1.0,1.0,343.42509511006233,0 days 01:59:15,1.0,0.0,0.0,0.0,2.0,2.0,0.0,a
1973.0,male,S,1.0,1.0,1.0,0.0,0.0,0.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,b,6863740.0,6107208.0,0.0,1998525.0,1.0,1981427.0,1.0,29295752.0,11888230.0,5611538.0,4639285.0,-4908483.0,Others,Windows,a,0.0,general,b,0.0,1.0,371.43548598220553,-1 days +22:29:42,1.0,1.0,1.0,0.0,0.0,0.0,0.0,a
1966.0,male,B,0.0,1.0,0.0,1.0,0.0,0.0,0.0,d,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,b,4307597.0,8484106.0,0.0,1988949.0,1.0,49353148.0,1.0,4652037.0,395255.0,0.0,581247.0,6213587.0,ATM,Windows,a,0.0,automatic,b,1.0,1.0,328.8388714720724,-1 days +18:29:39,1.0,0.0,0.0,1.0,2.0,2.0,0.0,a
1963.0,male,B,0.0,1.0,1.0,1.0,0.0,0.0,0.0,c,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,a,9668209.0,13228765.0,0.0,2011780.0,1.0,1960107.0,1.0,2385254.0,60229.0,0.0,0.0,7320700.0,internet,Others,a,0.0,general,a,2.0,1.0,305.21775592379174,-1 days +23:28:52,1.0,0.0,1.0,1.0,0.0,0.0,0.0,a
1976.0,female,B,1.0,0.0,1.0,1.0,0.0,0.0,0.0,b,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,a,7744788.0,3997414.0,0.0,2001150.0,1.0,49278082.0,1.0,26189096.0,7571558.0,457881.0,304976.0,-39106409.0,mobile,iOS,a,0.0,automatic,a,0.0,1.0,328.5896740548658,-1 days +20:20:43,1.0,1.0,0.0,1.0,2.0,1.0,0.0,a
1962.0,male,B,0.0,1.0,1.0,1.0,0.0,0.0,0.0,e,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,a,12062837.0,17943352.0,0.0,1993082.0,1.0,2010432.0,1.0,8962467.0,9631697.0,1232127.0,99780.0,10405092.0,ATM,Windows,a,0.0,general,b,0.0,1.0,337.529321526731,0 days 00:39:16,1.0,1.0,1.0,1.0,0.0,0.0,0.0,a
1972.0,female,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,c,12927131.0,19619678.0,1.0,50000000.0,1.0,2106275.0,1.0,1830183.0,1324.0,0.0,105003.0,8629819.0,Others,Others,a,0.0,general,a,2.0,1.0,362.05830188201753,0 days 01:59:15,1.0,1.0,1.0,0.0,0.0,0.0,0.0,a
1982.0,male,C,1.0,1.0,1.0,1.0,0.0,0.0,0.0,b,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,d,11325693.0,23572250.0,0.0,1011970.0,1.0,8499018.0,1.0,100616252.0,40344117.0,136048445.0,103651817.0,20121518.0,internet,Android,a,0.0,general,a,0.0,1.0,347.40323971691663,0 days 01:59:15,1.0,0.0,1.0,1.0,0.0,0.0,0.0,a
1980.0,female,C,1.0,1.0,1.0,1.0,1.0,0.0,0.0,b,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,c,9673689.0,19964511.0,0.0,1000000.0,1.0,987996.0,0.0,19162967.0,6757769.0,6155904.0,2248260.0,9272448.0,ATM,Windows,a,0.0,general,a,1.0,1.0,368.9853626435464,0 days 01:59:15,1.0,1.0,1.0,0.0,0.0,0.0,0.0,a
1980.0,male,A,0.0,1.0,0.0,1.0,0.0,0.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,d,9764722.0,18992774.0,0.0,1994919.0,1.0,1985056.0,0.0,4174982.0,594729.0,0.0,61891.0,13064297.0,ATM,Others,a,0.0,general,a,0.0,1.0,393.5104096716901,0 days 01:59:15,1.0,0.0,1.0,1.0,0.0,0.0,0.0,a
1978.0,male,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,e,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,a,14675096.0,16683535.0,0.0,2000169.0,1.0,1969954.0,1.0,5359371.0,310914.0,0.0,0.0,10400891.0,mobile,Android,a,0.0,general,a,0.0,1.0,323.54325025020415,-1 days +19:24:14,1.0,1.0,0.0,0.0,1.0,2.0,0.0,a
1971.0,male,C,0.0,1.0,1.0,1.0,0.0,0.0,0.0,a,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,a,15635302.0,6695591.0,0.0,1000000.0,1.0,1013048.0,1.0,15970528.0,7771964.0,132553.0,0.0,6460830.0,ATM,Others,a,0.0,general,b,0.0,1.0,321.5934240213016,0 days 01:53:12,1.0,0.0,0.0,0.0,1.0,1.0,0.0,a
1972.0,female,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,b,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,b,5764978.0,7935937.0,0.0,2004379.0,1.0,1965591.0,0.0,18794638.0,7086483.0,30356268.0,14358805.0,1773903.0,Others,Windows,a,0.0,general,a,2.0,1.0,344.54469730731927,-1 days +23:31:11,1.0,0.0,1.0,0.0,0.0,0.0,0.0,a
1994.0,male,C,1.0,1.0,1.0,1.0,0.0,0.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,a,6699667.0,15639285.0,1.0,40259348.0,1.0,1628865.0,1.0,81974514.0,33574197.0,4120852.0,2447933.0,6543459.0,internet,Others,a,0.0,general,b,0.0,1.0,358.60800285439154,0 days 01:59:15,0.0,1.0,1.0,1.0,0.0,0.0,0.0,a
1980.0,female,B,1.0,1.0,1.0,1.0,0.0,0.0,0.0,b,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,a,9505273.0,9376805.0,0.0,1987321.0,1.0,1855808.0,1.0,7681290.0,728718.0,223225.0,149367.0,-355113.0,internet,Android,a,0.0,general,a,0.0,1.0,320.540677675174,0 days 01:59:15,1.0,1.0,0.0,0.0,1.0,2.0,0.0,a
1998.0,female,A,1.0,1.0,0.0,1.0,0.0,0.0,0.0,c,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,b,9617438.0,8658799.0,0.0,1997129.0,1.0,1977955.0,1.0,36692575.0,16289005.0,8080154.0,2693476.0,-2614328.0,ATM,Others,a,0.0,general,b,0.0,1.0,312.87849243753163,-1 days +21:34:26,1.0,1.0,0.0,0.0,1.0,1.0,0.0,a
1954.0,male,A,0.0,1.0,1.0,0.0,0.0,0.0,0.0,a,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,d,14039814.0,17896307.0,1.0,50000000.0,1.0,50013782.0,1.0,1664880.0,8517.0,13397.0,0.0,8387256.0,Others,Others,a,0.0,general,b,0.0,1.0,381.15019259136983,0 days 01:42:11,1.0,0.0,1.0,0.0,0.0,0.0,0.0,a
1973.0,female,A,0.0,1.0,1.0,1.0,1.0,0.0,0.0,c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,a,6589563.0,8130555.0,0.0,2001547.0,1.0,1939252.0,1.0,16856686.0,7428485.0,1200555.0,227120.0,3712028.0,ATM,Windows,a,0.0,general,b,0.0,1.0,365.9601011133641,0 days 01:59:15,1.0,1.0,0.0,0.0,2.0,2.0,0.0,a
1973.0,male,C,0.0,0.0,1.0,0.0,0.0,0.0,0.0,c,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,a,5589154.0,13065732.0,0.0,1009751.0,1.0,1011450.0,1.0,3298432.0,84807.0,60600.0,124008.0,9655307.0,Others,Others,a,0.0,general,a,0.0,1.0,311.64307361967826,0 days 01:59:15,0.0,0.0,1.0,1.0,0.0,0.0,0.0,a
1998.0,male,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,a,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,b,5613265.0,5504358.0,0.0,2010889.0,1.0,2008205.0,1.0,25614580.0,11341882.0,2562408.0,352400.0,1812250.0,Others,Windows,a,0.0,general,a,1.0,1.0,306.9773947823316,0 days 00:48:41,1.0,0.0,1.0,0.0,0.0,0.0,0.0,a
1971.0,male,B,1.0,1.0,1.0,1.0,0.0,0.0,1.0,c,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,b,3972045.0,4274517.0,0.0,1995452.0,1.0,2008943.0,0.0,40580281.0,11945913.0,1360979.0,1559952.0,-661059.0,Others,Windows,a,0.0,general,b,0.0,1.0,337.9718729987115,0 days 01:59:15,1.0,1.0,1.0,0.0,0.0,0.0,0.0,a
1983.0,male,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,c,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,d,11193772.0,7973671.0,0.0,1997856.0,1.0,1908387.0,0.0,2498224.0,15227.0,0.0,20471.0,-292166.0,internet,iOS,a,0.0,general,b,1.0,1.0,366.73430436225095,-1 days +23:19:29,1.0,1.0,0.0,0.0,2.0,2.0,0.0,a
1972.0,male,B,0.0,0.0,1.0,1.0,0.0,0.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,a,7116070.0,24241915.0,1.0,50000000.0,1.0,50005445.0,1.0,2755843.0,82926.0,16065.0,70127.0,16234555.0,internet,Windows,a,0.0,general,a,0.0,1.0,326.04289292151924,0 days 01:59:15,1.0,1.0,0.0,0.0,1.0,1.0,0.0,a
1995.0,male,B,1.0,1.0,0.0,0.0,0.0,0.0,0.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,2754119.0,4525618.0,0.0,1988116.0,1.0,2000640.0,0.0,4095003.0,169193.0,0.0,0.0,3837509.0,Others,Android,a,0.0,general,b,0.0,1.0,316.6151730469222,0 days 01:59:15,1.0,0.0,1.0,1.0,0.0,0.0,0.0,a
1993.0,female,A,0.0,1.0,1.0,1.0,0.0,0.0,0.0,a,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,a,-5965426.0,9652533.0,0.0,1988421.0,1.0,1973822.0,1.0,25414252.0,7727755.0,543997.0,649303.0,5098455.0,Others,Windows,a,0.0,general,b,0.0,1.0,376.65361988759594,-1 days +18:42:59,1.0,1.0,1.0,0.0,0.0,0.0,0.0,a
1971.0,male,B,1.0,1.0,1.0,1.0,0.0,0.0,0.0,a,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,c,7690767.0,18062120.0,0.0,1991660.0,1.0,2278237.0,1.0,2415234.0,1007344.0,0.0,0.0,12572025.0,mobile,Others,c,1.0,general,b,0.0,1.0,330.4125632992825,0 days 01:42:58,1.0,1.0,0.0,1.0,1.0,1.0,0.0,a
1983.0,female,C,0.0,0.0,0.0,1.0,0.0,0.0,1.0,b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,a,8843103.0,17482009.0,0.0,1000000.0,1.0,1006484.0,1.0,26188527.0,8431373.0,8574157.0,2541226.0,8048411.0,Others,Android,a,0.0,general,d,0.0,1.0,312.46143916410625,0 days 01:59:15,1.0,0.0,1.0,0.0,0.0,0.0,0.0,a
1983.0,male,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,d,8150670.0,7863109.0,0.0,1965048.0,1.0,1980276.0,1.0,5711840.0,4057099.0,0.0,78646.0,-6628741.0,Others,Windows,a,0.0,general,a,0.0,1.0,239.13510143006602,1 days 12:03:22,1.0,0.0,1.0,1.0,0.0,0.0,0.0,j
1964.0,female,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,c,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,c,8349592.0,8325187.0,0.0,2000441.0,1.0,1989567.0,0.0,33118012.0,8448214.0,3855612.0,1905490.0,-17734596.0,ATM,Windows,a,0.0,general,b,0.0,1.0,166.9562691952995,0 days 09:05:44,1.0,0.0,1.0,1.0,0.0,0.0,0.0,j
1964.0,female,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c,13597395.0,9743883.0,0.0,1014768.0,1.0,988364.0,1.0,9604105.0,949656.0,117973.0,0.0,-12627195.0,Others,Windows,a,0.0,general,b,0.0,1.0,79.1813585537792,0 days 00:36:27,1.0,0.0,1.0,1.0,0.0,0.0,0.0,j
1973.0,female,A,1.0,0.0,1.0,1.0,0.0,0.0,1.0,c,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,b,6176533.0,4547027.0,0.0,2047228.0,1.0,1895428.0,1.0,3552183.0,1850530.0,152597.0,35946.0,-7389941.0,internet,Linux,a,0.0,general,a,0.0,1.0,171.43081351210162,0 days 00:03:53,1.0,0.0,1.0,1.0,0.0,0.0,0.0,j
1970.0,male,B,1.0,1.0,1.0,1.0,0.0,0.0,0.0,a,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,c,4650736.0,2611566.0,0.0,1988666.0,1.0,2019894.0,1.0,117890298.0,15701183.0,3646663.0,2988369.0,-12054340.0,Others,Android,a,0.0,general,a,0.0,1.0,124.40274965882338,0 days 00:03:53,1.0,0.0,1.0,1.0,0.0,0.0,0.0,j
1998.0,male,C,1.0,1.0,1.0,1.0,0.0,0.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,a,13558680.0,5475761.0,0.0,1004699.0,1.0,973812.0,1.0,12521969.0,1051112.0,502482.0,111536.0,-14210989.0,ATM,Windows,a,0.0,general,b,0.0,1.0,220.82743498792738,0 days 00:03:53,1.0,0.0,1.0,1.0,0.0,0.0,0.0,j
1976.0,female,B,1.0,1.0,1.0,1.0,1.0,0.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,a,10371255.0,1838300.0,0.0,2005040.0,1.0,1141626.0,0.0,27591789.0,7771351.0,4406555.0,1042728.0,-7259674.0,internet,Android,a,0.0,general,f,1.0,1.0,203.25199572293837,1 days 11:49:54,1.0,0.0,1.0,1.0,0.0,0.0,0.0,j
1980.0,male,B,0.0,0.0,1.0,1.0,0.0,0.0,0.0,c,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,d,13601016.0,11280626.0,0.0,2024073.0,1.0,1516420.0,1.0,11207968.0,2747542.0,0.0,0.0,-8970115.0,Others,Others,a,0.0,general,a,0.0,1.0,214.8100910665262,0 days 04:39:50,1.0,0.0,1.0,1.0,0.0,0.0,0.0,j
1955.0,female,A,0.0,1.0,1.0,1.0,0.0,0.0,0.0,a,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,d,12078977.0,4154035.0,1.0,10155503.0,1.0,9280082.0,0.0,20707882.0,8376527.0,13951748.0,1481654.0,-11663313.0,Others,Others,a,0.0,general,a,1.0,1.0,104.35192342001491,3 days 00:27:45,1.0,1.0,1.0,1.0,0.0,0.0,0.0,j
1974.0,female,B,1.0,1.0,1.0,1.0,0.0,0.0,1.0,b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,a,11450223.0,10813516.0,0.0,2002690.0,1.0,1989151.0,0.0,110406349.0,31254553.0,10026028.0,1508768.0,-11053367.0,Others,Others,a,0.0,general,a,1.0,1.0,195.98338277993426,0 days 00:38:10,1.0,0.0,1.0,1.0,0.0,0.0,0.0,j
1970.0,male,A,0.0,0.0,1.0,0.0,0.0,0.0,0.0,c,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,a,3184785.0,425652.0,0.0,1999205.0,1.0,2185661.0,1.0,414997.0,0.0,31360.0,15391.0,-3736446.0,internet,Windows,c,1.0,general,d,2.0,1.0,169.33012355602563,1 days 01:12:47,1.0,0.0,1.0,1.0,0.0,0.0,0.0,j
1992.0,male,C,0.0,1.0,1.0,0.0,0.0,0.0,0.0,e,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,a,29439129.0,9829064.0,1.0,10026257.0,1.0,9437414.0,1.0,27245757.0,9638510.0,2088541.0,862360.0,-10015614.0,Others,macOS,a,0.0,general,a,0.0,1.0,171.3607019643708,0 days 00:03:53,1.0,1.0,1.0,1.0,0.0,0.0,0.0,j
1965.0,female,C,0.0,1.0,0.0,1.0,0.0,0.0,0.0,a,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,c,11772581.0,11392981.0,0.0,1003582.0,1.0,1030248.0,1.0,74379404.0,25953122.0,33643.0,0.0,-80435068.0,Others,Others,a,0.0,general,a,2.0,1.0,135.44868026702665,0 days 08:29:38,1.0,0.0,1.0,1.0,0.0,0.0,0.0,j
1990.0,female,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,a,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,b,179857285.0,10574803.0,0.0,1992372.0,1.0,1950206.0,0.0,136760009.0,27548649.0,2047310.0,650089.0,-8575206.0,internet,iOS,a,0.0,general,a,0.0,1.0,220.60463810758,0 days 00:03:53,1.0,1.0,1.0,1.0,0.0,0.0,0.0,j
1969.0,male,A,1.0,1.0,0.0,1.0,0.0,0.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,a,23371141.0,11931339.0,0.0,1991062.0,1.0,2000622.0,1.0,89597072.0,29527873.0,319780.0,61401.0,-11184054.0,ATM,Windows,a,0.0,general,a,0.0,1.0,209.68791400710808,0 days 08:04:07,0.0,1.0,1.0,1.0,0.0,0.0,0.0,j
1998.0,female,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,a,11109157.0,5727561.0,0.0,2001100.0,1.0,1983415.0,1.0,139549268.0,28230972.0,6960076.0,4176442.0,-16499005.0,Others,macOS,a,0.0,general,a,0.0,1.0,181.6101925852822,0 days 05:05:33,1.0,0.0,1.0,1.0,0.0,0.0,0.0,j
1987.0,female,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,c,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,a,14439861.0,13270927.0,0.0,2002166.0,1.0,1963697.0,0.0,119644030.0,39444049.0,132781488.0,53261759.0,-15643906.0,ATM,Windows,a,0.0,general,a,0.0,1.0,128.76229016678582,0 days 03:53:17,1.0,1.0,1.0,1.0,0.0,0.0,0.0,j
1997.0,female,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,c,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,d,16014274.0,7592773.0,0.0,1399674.0,1.0,2012104.0,1.0,13226481.0,5049477.0,9612803.0,6039406.0,-15995273.0,ATM,Windows,a,0.0,general,b,0.0,1.0,215.1371554326382,0 days 06:23:43,0.0,0.0,1.0,1.0,0.0,0.0,0.0,j
1951.0,male,B,0.0,1.0,0.0,0.0,0.0,0.0,0.0,d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d,7639989.0,8239196.0,0.0,2003934.0,1.0,1947227.0,1.0,75988648.0,19369559.0,65368222.0,30541847.0,-20999875.0,ATM,Windows,a,0.0,general,a,2.0,1.0,99.09536250787255,0 days 12:21:43,1.0,0.0,1.0,1.0,0.0,0.0,0.0,j
1984.0,male,B,1.0,1.0,1.0,1.0,0.0,0.0,1.0,c,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,d,8711565.0,8431969.0,1.0,49992934.0,1.0,1985855.0,1.0,18523609.0,7869667.0,53846243.0,23775001.0,-66609332.0,Others,Linux,a,0.0,general,a,0.0,1.0,260.04257965085617,0 days 01:47:31,1.0,0.0,1.0,1.0,0.0,0.0,0.0,j
1960.0,male,C,1.0,1.0,0.0,1.0,0.0,0.0,0.0,c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,d,511049.0,3274062.0,0.0,1004805.0,1.0,988493.0,1.0,16731584.0,4709480.0,653309.0,735288.0,-14873123.0,Others,Others,a,0.0,general,b,2.0,1.0,219.0933418322333,0 days 05:11:13,1.0,0.0,1.0,1.0,0.0,0.0,0.0,j
1979.0,female,B,1.0,1.0,1.0,1.0,0.0,0.0,0.0,c,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,a,14269474.0,11638382.0,0.0,2001463.0,1.0,2021060.0,1.0,2453618.0,698428.0,1174853.0,15785.0,-7103223.0,Others,Windows,a,0.0,general,a,0.0,1.0,216.71178791674336,0 days 07:08:27,1.0,1.0,1.0,1.0,0.0,0.0,0.0,j
1985.0,female,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,c,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,a,12245484.0,-308166.0,1.0,25246319.0,1.0,36888619.0,1.0,32955104.0,8286502.0,80519738.0,38385405.0,-7959284.0,internet,Others,a,0.0,general,b,0.0,1.0,195.97561445769233,0 days 11:51:51,1.0,1.0,1.0,1.0,0.0,0.0,0.0,j
1989.0,female,B,1.0,1.0,1.0,1.0,0.0,0.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,b,6334476.0,4765148.0,1.0,50000000.0,1.0,44608040.0,1.0,264519907.0,118414202.0,1082232.0,650131.0,-274062021.0,ATM,Android,a,0.0,general,a,2.0,1.0,197.8622061602081,0 days 03:35:35,1.0,1.0,1.0,1.0,0.0,0.0,0.0,j
1990.0,female,C,1.0,1.0,1.0,1.0,0.0,0.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,c,10966849.0,10061786.0,0.0,1000955.0,1.0,1017838.0,1.0,29662953.0,8289503.0,0.0,0.0,-14523223.0,internet,Android,a,0.0,general,b,3.0,1.0,96.55476758505151,0 days 06:33:55,1.0,0.0,1.0,1.0,0.0,0.0,0.0,j
1974.0,male,B,0.0,0.0,0.0,1.0,0.0,0.0,0.0,e,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,a,2029743.0,-423667.0,1.0,50000000.0,1.0,1555087.0,1.0,106339574.0,40914227.0,119717292.0,46798830.0,-95698015.0,Others,Android,a,0.0,general,a,0.0,1.0,144.46655725906743,0 days 00:03:53,1.0,1.0,1.0,1.0,0.0,0.0,0.0,j
1999.0,female,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,e,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,d,12287082.0,11401144.0,0.0,2037151.0,1.0,1998180.0,0.0,88067483.0,37008162.0,16132774.0,7913466.0,-90050840.0,ATM,Android,a,0.0,general,e,0.0,1.0,110.46976439107387,0 days 06:39:45,1.0,1.0,1.0,1.0,0.0,0.0,0.0,j
1960.0,female,C,0.0,1.0,1.0,1.0,0.0,0.0,0.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,13409004.0,11244457.0,0.0,1000000.0,1.0,1004262.0,1.0,13613226.0,4449285.0,28219.0,0.0,-10180895.0,ATM,Windows,a,0.0,general,b,0.0,1.0,178.2101242578043,0 days 10:38:24,1.0,1.0,1.0,1.0,0.0,0.0,0.0,j
1979.0,female,B,1.0,1.0,1.0,1.0,0.0,0.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,b,9108422.0,2176113.0,1.0,50000000.0,1.0,7298186.0,1.0,5767847.0,979798.0,92347.0,19592.0,-10334979.0,ATM,Windows,a,0.0,general,b,1.0,1.0,119.73361574016727,0 days 14:40:36,1.0,0.0,1.0,1.0,0.0,0.0,0.0,j
1956.0,female,B,1.0,1.0,1.0,1.0,0.0,0.0,0.0,a,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,d,13822697.0,6985806.0,0.0,1995623.0,1.0,1962508.0,0.0,15325942.0,997695.0,0.0,136132.0,-8901698.0,Others,Windows,a,0.0,general,d,2.0,1.0,165.9946218356617,4 days 02:52:57,1.0,1.0,1.0,1.0,0.0,0.0,0.0,j
1968.0,male,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,d,11521234.0,11068938.0,0.0,2021993.0,1.0,1998652.0,1.0,9682375.0,1191185.0,0.0,0.0,-11249390.0,ATM,Windows,a,0.0,general,a,0.0,1.0,102.07474886859563,312 days 06:21:55,1.0,0.0,1.0,1.0,0.0,0.0,0.0,j
1970.0,male,B,1.0,1.0,1.0,1.0,1.0,0.0,0.0,a,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,d,4695979.0,541650.0,0.0,1991730.0,1.0,2013724.0,0.0,13518789.0,5786274.0,6063268.0,2445192.0,-10395346.0,ATM,Others,a,0.0,general,b,1.0,1.0,116.60167418929717,2 days 05:40:02,1.0,0.0,1.0,1.0,0.0,0.0,0.0,j
1965.0,female,A,1.0,1.0,0.0,1.0,1.0,0.0,0.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c,10764292.0,3508368.0,0.0,1977071.0,1.0,1534172.0,1.0,7831531.0,3918616.0,247219.0,101439.0,-16498307.0,ATM,Windows,a,0.0,general,b,1.0,1.0,158.06526425198436,0 days 13:27:28,1.0,0.0,1.0,1.0,0.0,0.0,0.0,j
